"artist_name","track_name","release_date","genre","lyrics"
"Otis Redding","Try a Little Tenderness","1966","Soul","Oh, she may be weary And young girls, they do get wearied Wearing that same old shaggy dress, yeah yeah But when she gets weary Try a little tenderness, yeah yeah (Oh my, not) You know she's waiting Just anticipating For things that she'll never, never, never, never Possess, yeah yeah But while she's there waiting, and without them Try a little tenderness (That's all you gotta do) It's not just sentimental, no, no, no She has her grief and care, yeah yeah yeah But the soft words, they are spoke so gentle, yeah It makes it easier, easier to bear, yeah You won't regret it, no, no Some girls, they don't forget it Love is their whole happiness, yeah But it's all so easy All you gotta do is try, try a little tenderness, yeah All you gotta do is, man, hold her where you want her Squeeze her, don't tease her, never leave her Get to her, try, try Just try a little tenderness, ooh yeah yeah yeah You got to know how to love her, man, you'll be surprised, man You've got to squeeze her, don't tease her, never leave You've got to hold her and rub her softly Try a little tenderness, ooh yeah yeah yeah You've got to rub her gentle man, all you gotta do Don't got, don't bruise her, no no You've got to love her, tease her, don't squeeze her Gotta try nah nah nah, try Try a little tenderness, yeah, watch her groove You've gotta to know what to do, man Take this advice You got to love, squeeze, don't tease my baby Love her, no Try, try, you will try a little tenderness, yeah"
"Otis Redding","Hard to Handle","1968","Soul","Baby, here I am, I'm the man on the scene I can give you what you want but you got to go home with me I've got some good old loving and I got some in store When I get through throwing it on you, you got to come back for more Boys and things will come by the dozen That ain't nothing but drug store loving Pretty little thing, let me light your candle 'Cause mama, I'm sure hard to handle, now, yes I am Action speaks louder than word and I'm a man with great experience I know you got you another man but I can love you better than him Take my hand, don't be afraid, I wanna prove every word I say I'm advertising love for free, so won't you place your ad with me? Boys will come a dime by the dozen But that ain't nothing but ten cent love Pretty little thing, let me light your candle 'Cause mama, I'm sure hard to handle, now, yes I am Baby, here I am, I'm the man on the scene I can give you what you want but you got to go home with me I've got some good old loving and I got some in store When I get through throwing it on you, you got to come back for more Boys and things that come by the dozen But that ain't nothing but drug store love Pretty little thing, let me light your candle 'Cause mama, I'm sure hard to handle, now, yes I am Give it to me, I gotta have it Give it to me, good old loving Some of your good loving"
"Otis Redding","These Arms of Mine","","Soul","These arms of mine They are lonely Lonely and feeling blue These arms of mine They are yearning Yearning from wanting you And if you Would let them hold you Oh, how grateful I will be These arms of mine They are burning Burning from wanting you These arms of mine They are wanting Wanting to hold you And if you Would let them hold you Oh, how grateful I will be C'mon, c'mon baby Just be my little woman Just be my lover, oh I need me somebody Somebody to treat me right, oh I need your arms Loving arms to hold me tight And I-I-I need, I need your I need your tender lips To hold, hold me..."
"Otis Redding","Respect","1965","Soul","What you want, honey, you got it And what you need, baby, you got it All I'm askin' is give me a little respect when I come home Ooh, yeah Hey, hey, hey Yeah, now Ooh, yeah You can do me wrong, honey, if you wanna But only do me wrong, honey, while I'm gone All I'm askin' is give it, give it when I come home Ooh, yeah Hey, hey, hey Yeah, now Hey, little girl, you're sweeter than honey And I wanna give you all of my money All I'm askin' is give it when I come home Yeah, now Hey, hey, hey Ooh, yeah, now Hey, little girl, you're so sweeter than honey And I wanna give you all of my money But all I want you to do is give it, give it, give it when I come home Ooh, yeah Hey, hey, hey Respect when I want it Respect when I need it Respect when I want it Respect when I need it Got to, got to have it We got to have it Got to, got to have it Give it to me when I want it Give it to me when I need it Give it to me with respect, ah Give it to me when I want it Got to, got to give it Got to, got to give it You got to give it You got to give it We got to give it"
"Otis Redding","Cigarettes and Coffee","1966","Soul","It's early in the morning About a quarter 'til three I'm sitting here talking with my baby Over cigarettes and coffee, now And to tell you that Darling I've been so satisfied Honey, since I met you Baby, since I met you All the places that I've been around And all the good looking girls I've met They just don't seem to fit in Knowing it's particularly sad, yeah But it seems so natural, darling That you and I are here Just talking over cigarettes and drinking coffee And oh, my heart cries out Love at last I've found you, oh now And honey won't you let me Just build my whole life around you And while how complete, how complete my whole life would be, yeah If you would take things under consideration And walk down this aisle with me And I would love it, yeah People, I say it's so early in the morning Ooh, it's a quarter 'til three We're sitting here talking Over cigarettes and drinking coffee, now, lord And I'd like to show you, well I've known nothing but good old joy Since I met you, darling Honey, since I've met you, baby, yeah I would love to have another drink of coffee, now And please, darling, help me smoke just one more cigarette, now I don't want no cream and sugar 'Cause I've got you now, darling But just let me enjoy, help me to enjoy This good time that we'll have, baby It's so early, so early in the morning So early, so early in the morning And I've got you And you've got me And we'll have each other And we don't, we don't want nothing but joy, y'all Nothing but joy"
"Otis Redding","For Your Precious Love","","Soul","Your precious love means more to me Than any love, than any love could ever be For when I wanted you, I was so lonely and so blue That's what love, that's what love really made me do And darling, oh they keep saying That our love won't grow, now But honey, I wanna tell them And I just wanna show them How in the world do they know that? If only all, all night long For as long as you've been in love with me now I know our love will grow wider and so deeper Than any, any ever seen Of all the things I want now In this whole wide world is just For you to say, for you to say That you will be my, my girl now And I promise I won't leave you I just keep wanting you all night, all night I'm wanting you, nobody but you now, nobody but you now Ooh, I wanna tell you just one more time For your precious love, now, oh my It means everything in the world to me Everything in the world to me And I'm just so wilding Just to have you right home with me"
"Otis Redding","Pain in My Heart","","Soul","Pain in my heart It's treating me cold Where can my baby be? Lord, no one knows Pain in my heart Just won't let me sleep Where can my baby be? Lord, where can she be? Another day has began to get tough Said I want you to come back, come back, come back, baby I had enough, oh A little pain in my heart Just won't let me be Wake up restless nights Lord, and I can't even sleep Mhm, yeah Stop this little pain in my heart Another day has began to get rough Said I want you to love me, love me, love me, baby 'Til I get enough, oh Pain in my heart Little pain in my heart Stop this little pain in my heart Stop this little pain in my heart Someone stop this pain Someone stop this pain, oh"
"Otis Redding","That’s How Strong My Love Is","","Soul","If I was the sun way up there I'd go with love most everywhere I'll be the moon when the sun goes down Just to let you know that I'm still around That's how strong my love is, whoa That's how strong my love is That's how strong my love is, baby baby That's how strong my love is I'll be the weeping willow drowning in my tears And you can go swimming when you are here And I'll be the rainbow after the tears are gone Wrap you in my colors and keep you warm That's how strong my love is, darling That's how strong my love is, baby That's how strong my love is, whoa That's how strong my love is I'll be the ocean so deep and wide And catch all the tears whenever you cry, now I'll be the breeze after the storm is gone To dry your eyes and love you all over That's how strong my love is, baby That's how strong my love is, now That's how strong my love is, darling That's how strong my love is, again now That's how strong my love is, so deep and wide That's how strong my love is So much to love, yes so much to love, whoa There's so much love, there's so much love Anything the sun can do, I will do it for you Any kind of love you want, I'll be right there with you"
"Otis Redding","Tramp","1967","Soul","Tramp What you call me? Tramp You didn't You don't wear continental clothes, or Stetson hats Well, I tell you one dog-gone thing It makes me feel good to know one thing I know I'm a lover Matter of opinion, baby That's all right, mama was, (So?) papa too (Hmm) And I'm the only child Lovin' is all I know to do You know what, Otis? What? You're country That's all right You straight from the Georgia woods That's good You know what? You wear overalls And big old brogan shoes And you need a haircut, tramp Haircut? Woman, you foolin', I'm a lover(Yeah) Mama was, grandmama, papa too (I'll make you) Boogaloo, all that stuff But I'm the only son of a gun, yeah On this side up, or something Tramp Alright, that's what you got With that old, ragged hat? That? You don't know how to trap You know what, Otis? I don't care what you say, you're still a tramp What? That's right You haven't even got a fat bankroll in your pocket You probably haven't even got twenty-five cents I got six Cadillacs, five Lincolns, four Fords Six Mercuries, three T-Birds, Mustang Ooh, I'm a lover, mama was (Not really by me), my papa too (What?) I tell you one thing (Well, tell me) I'm the only son of a gun this side of the sun (Alright) You're a tramp, Otis No I'm not I don't care what you say, you're still a tramp What's wrong with that? Look here, you ain't got no money I got everything You can't buy me all those minks And sables and all that stuff I want I can buy you minks, rats, frogs, squirrels, rabbits Anything you want, woman Look, you can go out in the Georgia woods and catch them, baby Oh, but you foolin' You're still a tramp (That's all right) You a tramp, Otis, you just a tramp (That's all right) You wear overalls You need a haircut, baby (Yeah) Cut off some of that hair off your head You think you a lover, huh?"
"Sam Cooke","A Change Is Gonna Come","1964","Soul","I was born by the river In a little tent Oh, and just like the river, I've been runnin' Ever since It's been a long A long time comin', but I know A change gon' come Oh, yes it will It's been too hard livin' But I'm afraid to die 'Cause I don't know what's up there Beyond the sky It's been a long A long time comin', but I know A change gon' come Oh, yes it will I go to the movie And I go downtown Somebody keep tellin' me ""don't hang around"" It's been a long A long time comin', but I know A change gon' come Oh, yes it will Then I go to my brother And I say, ""Brother, help me please"" But he winds up Knockin' me Back down on my knees Lor', there been times that I thought I couldn't last for long But now I think I'm able to Carry on It's been a long A long time comin', but I know A change gon' come Oh, yes it will"
"Sam Cooke","Wonderful World","1960","Soul","Don't know much about history Don't know much biology Don't know much about a science book Don't know much about the French I took But I do know that I love you And I know that if you love me too What a wonderful world this would be Don't know much about geography Don't know much trigonometry Don't know much about algebra Don't know what a slide rule is for But I do know one and one is two And if this one could be with you What a wonderful world this would be Now, I don't claim to be an A student But I'm trying to be For, maybe, by being an A student, baby I can win your love for me Don't know much about history Don't know much biology Don't know much about a science book Don't know much about the French I took But I do know that I love you And I know that if you love me too What a wonderful world this would be La-ta-ta-ta-ta-ta-ta (History) Hm (Biology) Wa-la-ta-ta-ta-ta-ta-ta-ta-ta (Science book) Hm (French I took), yeah But I do know that I love you And I know that if you love me too What a wonderful world this would be"
"Sam Cooke","Bring It On Home to Me","","Soul","If you ever change your mind About leaving, leaving me behind Baby, bring it to me Bring your sweet loving Bring it on home to me Yeah (Yeah), yeah (Yeah), yeah (Yeah) I know I laughed when you left But now I know I only hurt myself Baby, bring it to me Bring your sweet loving Bring it on home to me Yeah (Yeah), yeah (Yeah), yeah (Yeah) I'll give you jewelry and money too That ain't all, that ain't all I'll do for you Baby, if you bring it to me Bring your sweet loving Bring it on home to me Yeah (Yeah), yeah (Yeah), yeah (Yeah) You know I'll always be your slave 'Til I'm buried, buried in my grave Oh, honey, bring it to me Bring your sweet loving Bring it on home to me Yeah (Yeah), yeah (Yeah), yeah (Yeah) One more thing, I tried to treat you right But you stayed out, stayed out day and night But I forgive you, bring it to me Bring your sweet loving Bring it on home to me Yeah (Yeah), yeah (Yeah), yeah (Yeah) Yeah (Yeah), yeah (Yeah), yeah (Yeah) Yeah (Yeah), yeah (Yeah), yeah (Yeah) Yeah (Yeah), yeah"
"Sam Cooke","You Send Me","1957","Soul","Darling, you send me I know you send me Darling, you send me Honest you do, honest you do Honest you do, whoa-oh You thrill me I know you, you, you thrill me Darling you, you, you, you thrill me Honest you do At first I thought it was infatuation But woo, it's lasted so long Now I find myself wanting To marry you and take you home, whoa-oh You, you, you, you send me I know you send me I know you send me Honest you do (You send me) Whoa, whenever I'm with you (You send me) I know, I know, I know when I'm near you (You send me) Mhm, mhm, honest you do, honest you do Whoa, I know (You send me) I know, I know, I know, when you hold me (You send me) Whoa-oh, whenever you kiss me (You send me) Mhm, mhm, honest you do At first I thought it was infatuation But woo, it's lasted so long Now I find myself wanting To marry you and take you home I know, I know, I know, you send me I know you send me Whoa-oh, you, you, you, you send me Honest you do (Do, do, do, do)"
"Sam Cooke","Chain Gang","1960","Soul","Hoh ah, hoh, I hear something saying Hoh ah, hoh ah Uh ah, uh ah Well don't you know That's the sound of the men Working on the chain gang That's the sound of the men Working on the chain gang All day long they're saying, huh ah Huh ah, uh ah, uh ah Well don't you know That's the sound of the men Working on the chain gang That's the sound of the men Working on the chain gang All day long they work so hard Till the sun is going down Working on the highways and byways And wearing, wearing a frown You hear them moaning their lives away Then you hear somebody say; Well don't you know That's the sound of the men Working on the chain gang That's the sound of the men Working on the chain gang Can't you hear them singing, mmm huh hah I'm going home one of these days huh hah I'm going home, see my woman huh hah Whom I love so dear But meanwhile, I gotta work right here huh hah Well don't you know That's the sound of the men Working on the chain gang That's the sound of the men Working on the chain gang All day long they're singing, mm huh ah My, my, my, my, my, my, my, my work is so hard huh ah Gimme water, I'm thirsty, my, my work is so hard huh ah Woah oh, y, my, my, my, my, my, my My work is so hard huh ah"
"Sam Cooke","Cupid","1961","Soul","Cupid, draw back your bow And let your arrow go Straight to my lover's heart for me, for me Cupid, please hear my cry And let your arrow fly Straight to my lover's heart for me Now, I don't mean to bother you But I'm in distress There's danger of me losing all of my happiness For I love a girl who doesn't know I exist And this you can fix So Cupid, draw back your bow And let your arrow go Straight to my lover's heart for me, nobody but me Cupid, please hear my cry And let your arrow fly Straight to my lover's heart for me Now, Cupid, if your arrow make her love strong for me I promise I will love her until eternity I know between the two of us, her heart we can steal Help me if you will So Cupid, draw back your bow And let your arrow go Straight to my lover's heart for me, nobody but me Cupid, please hear my cry And let your arrow fly Straight to my lover's heart for me Now, Cupid Don't you hear me? Calling you I need you Cupid Help me! I need you Cupid Don't fail me 'Cause I need you"
"Sam Cooke","This Little Light of Mine","","Soul","A, Amen A, Amen A, Amen, Amen, Amen A, Amen A, Amen A, Amen, Amen, Amen Let me tell you something, children This little light of mine I'm gonna let it shine This little light of mine I'm gonna let it shine, yeah This little light of mine I'm gonna let it shine Let it shine, let it shine To show my love I wanna tell you that Everywhere I go, I'm gonna let it shine And everywhere I go, I'm gonna let it shine, yeah Everywhere I go, I'm gonna let it shine I'll let it shine, let it shine To show my love I gotta tell you that Even in my home, I'm gonna let is shine And even in my home, I'm gonna let it shine, yeah Even in my home, I'm gonna let it shine I let it shine, I let it shine To show my love I gotta tell you that When I see my neighbor coming I'm gonna let it shine, ha I think I see my neighbor coming I better let it shine, yeah When I see my neighbor coming I'm gonna let it shine I let it shine, let it shine To show my love How I like to say A, Amen A, Amen A, Amen, Amen I wonder would everybody join me on the last chorus Everybody A, Amen, a little louder A, Amen, with the spirit A, Amen, Amen, Amen Ha ha ha ha ha, yeah, that's what I like, Amen"
"Sam Cooke","Summertime","","Soul","It's summertime and the living is easy Fish are jumping and the cotton is high Your daddy's rich and your mama's good looking Hush little baby Don't you cry Hmmmm.... One of these mornings you're gonna rise up singing You spread your wings and take to the sky But until that morning there is nothing can harm you.... With your daddy and mommy standing by They are standing by Hmmmm..."
"Sam Cooke","I Wish You Love","","Soul","I wish you bluebirds in the spring To give your heart a song to sing And then a kiss oh but more than this I wish you love And in July a lemonade To cool you in some leafy glade I wish you health Oh and more than wealth I wish you love My breaking heart and I agree That you and I will never be So with my best, my very best I am setting you free Oh honey I wish you shelter from the storm A cozy fire to keep you warm Oh but most of all I wish you love But most of all when snowflakes fall I wish you love Mmm, but most of all when snowflakes fall I wish you love"
"Sam Cooke","They Call the Wind Mariah","","Soul","Way out west, they've got a name For rain and wind and fire The rain is Tess, the fire's Joe and They call the wind Mariah Oh now, Mariah blows the stars around And sends the clouds a-flying Mariah makes the mountain sounds Like folks were up there dying Mariah, Mariah They call the wind Mariah Now before I knew Mariah's name And heard her wail and whining I had a girl and she had me And the sun was always shining Oh, but then one day I left my girl I left her far behind me And now I'm lost, I'm oh so lost Not even God can find me Mmm, Mariah, oh, Mariah They call the wind Mariah Oh, out here they've got a name for rain For wind and fire only But when you're lost and all alone There ain't no word but lonely Oh yeah, and I'm a lost and lonely man Without a star to guide me Mariah, blow my love to me I need my girl beside me Mmm, Mariah, oh, Mariah I'm lonely can't you see Mmm, Mariah, oh, Mariah Please blow my love to me Mariah, blow my love to me"
"Ray Charles","Hit The Road Jack","","Soul","Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more What'd you say? Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more Old woman, old woman, don't treat me so mean You're the meanest old woman that I've ever seen I guess if you say so I'll have to pack my things and go (That's right) Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more What'd you say? Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more Now, baby, listen, baby, don't you treat me this way 'Cause I'll be back on my feet some day Don't care if you do, cause it's understood You ain't got no money, you just ain't no good Well, I guess if you say so I'll have to pack my things and go (That's right) Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more What'd you say? Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more Well (Don't ya come back no more) Uh, what'd you say? (Don't ya come back no more) I didn't understand you (Don't ya come back no more) You can't mean that (Don't ya come back no more) Oh, now, baby, please (Don't ya come back no more) What you're trying to do to me? (Don't ya come back no more)"
"Ray Charles","Georgia On My Mind","","Soul","Georgia Georgia The whole day through (The whole day through) Just an old, sweet song Keeps Georgia on my mind (Georgia on my mind) I said a-Georgia Georgia A song of you (A song of you) Comes as sweet and clear As moonlight through the pines Other arms a-reach out to me Other eyes smile tenderly Still, in the peaceful dreams, I see The road leads back to you I said, Georgia, oh, Georgia No peace I find (No peace I find) Just an old, sweet song Keeps Georgia on my mind (Georgia on my mind, oh) Other arms a-reach out to me Other eyes smile tenderly Still, in peaceful dreams, I see The road leads back to you Oh, oh Georgia Georgia No peace, no peace I find Just an old, sweet song Keeps Georgia on my mind (Georgia on my mind) I said, just an old, sweet song Keeps Georgia on my mind"
"Ray Charles","I’ve Got a Woman","","Soul","Well I got a woman, way over town That's good to me, oh yeah Say I got a woman, way over town Good to me, oh yeah She give me money when I'm in need Yeah, she's a kind of friend indeed I got a woman, way over town That's good to me, oh yeah She saves her lovin', early in the mornin' Just for me, oh yeah She saves her lovin', early in the mornin' Just for me, oh yeah She saves her lovin', just for me Aah, she love me, so tenderly I got a woman, way over town That's good to me, oh yeah She's there to love me Both day and night Never grumbles or fusses Always treats me right Never runnin' in the streets And leavin' me alone She knows a woman's place Is right there, now, in her home I got a woman, way over town That's good to me, oh yeah Say I got a woman, way over town That's good to me, oh yeah Oh she's my baby, oh don't you understand Yeah, and I'm her lover man I got a woman, way over town That's good to me, oh yeah Oh, don't you know she's all right Oh, don't you know she's all right She's all right, she's all right Whoa yeah, oh yeah, oh yeah"
"Ray Charles","You Don’t Know Me","","Soul","You don't love me You don't know me You give your hand to me and then you say, ""Hello"" And I can hardly speak, my heart is beating so And anyone can tell, you think you know me well Well, you don't know me (No, you don't know me) No, you don't know the one who dreams of you at night And longs to kiss your lips and longs to hold you tight Oh, I'm just a friend, that's all I've ever been 'Cause you don't know me (No, you don't know me) Oh, I never knew the art of making love Though my heart aches with love for you Afraid and shy, I let my chance go by A chance that you might love me too (Love me too) You give your hand to me and then you say, ""Goodbye"" I watch you walk away beside the lucky guy Oh, to never, never know the one who loved you so Well, you don't know me Oh, I never knew the art of making love Though my heart aches with love for you Afraid and shy, I let my chance go by A chance that you might love me too (Love me too) Oh, you give your hand to me and then you say, ""Goodbye"" I watch you walk away beside the lucky guy Oh, you never, never know the one who loved you so Well, you don't know me You don't love me You don't know me"
"Ray Charles","I Can’t Stop Loving You","","Soul","I can't stop loving you, I've made up my mind To live in memories of the lonesome times I can't stop wanting you, it's useless to say So I'll just live my life in dreams of yesterdays, dreams of yesterday Those happy hours that we once knew Though long ago, they still make me blue They say that time heals a broken heart But time has stood still since we've been apart, yeah I can't stop loving you, I've made up my mind To live in memories of the lonesome times I can't stop wanting you, it's useless to say So I'll just live my life in dreams of yesterdays Those happy hours (Those happy hours) That we once knew (That we once knew) Though long ago (Though long ago) Still make me blue (Still make me blue) They say that time (They say that time) Heals a broken heart (Heals a broken heart) But time has stood still (Time has stood still) Since we've been apart (Since we've been apart) I can't stop loving you, I said I've made up my mind To live in memories of the lonesome times, sing the song to me I can't stop wanting you, it's useless to say So I'll just live my life of dreams of yesterdays, of yesterdays"
"Ray Charles","What’d I Say","1959","Soul","Hey mama, don't you treat me wrong Come and love your daddy all night long Alright now, hey hey, alright See the girl with the diamond ring She knows how to shake that thing Alright now now now, hey hey, hey hey Tell your mama, tell your pa I'm gonna send you back to Arkansas Oh yes, ma'am, you don't do right, don't do right Ah, play it, boy When you see me in misery Come on, baby, see about me Now yeah, hey, hey, alright See the girl with the red dress on She can do the Birdland all night long Yeah, yeah, what'd I say? Alright Well, tell me what'd I say, yeah Tell me what'd I say right now Tell me what'd I say Tell me what'd I say right now Tell me what'd I say Tell me what'd I say, yeah And I wanna know Baby, I wanna know right now And-a I wanna know Said I wanna know right now, yeah Said I wanna know Said I wanna know, yeah *chatter* (Come on, come on) Nah, I got—, I, I, I, I— *chatter* (We don't wanna stop, stop, do it again) Wait, wait, wait, wait a minute, alright, alright, wait a minute, wait a minute Wait, hold, hold it, hold, hold it, hold it Yeah (Nah) Oh (Oh) Ah (Ah) Oh (Oh) Ah (Ah) Oh (Oh) Oh, one more time (Just one more time) Say it one more time right now (Just one more time) Say it one more time now (Just one more time) Say it one more time, yeah (Just one more time) Say it one more time (Just one more time) Say it one more time, yeah (Just one more time) Ah (Ah) Ho (Ho) Huh (Huh) Ho (Ho) Huh (Huh) Huh (Ho) Ah! Make me feel so good (Make me feel so good) Make me feel so good now, yeah (Make me feel so good) Whoa, baby (Make me feel so good) Make me feel so good, yeah (Make me feel so good) Make me feel so good (Make me feel so good) Make me feel so good, yeah (Make me feel so good) Ah (Ah) Ho (Ho) Huh (Huh) Ho (Ho) Huh (Huh) Huh (Ho) Ah, it's alright (Baby, it's alright) Said that it's alright right now (Baby, it's alright) Said that it's alright (Baby, it's alright) Said that it's alright, yeah (Baby, it's alright) Said that it's alright (Baby, it's alright) Said that it's alright (Baby, it's alright) Whoa, shake that thing now (Baby, shake that thing) Baby, shake that thing now now (Baby, shake that thing) Baby, shake that thing (Baby, shake that thing) Baby, shake that thing right now (Baby, shake that thing) Baby, shake that thing (Baby, shake that thing) Baby, shake that thing (Baby, shake that thing) Whoa, I feel alright now, yeah (Make me feel alright) Said I feel alright now (Make you feel alright) Whoa (Make me feel alright) Tell you I feel alright, yeah (Make you feel alright) Said I feel alright (Make me feel alright) Said I feel alright (Make you feel alright)"
"Ray Charles","Hallelujah, I Love Her So","","Soul","Let me tell you about a girl I know She is my baby and she live next door Every morning 'fore the sun comes up She bring my coffee in my favorite cup That's why I know, yes, I know Hallelujah, I just love her so When I'm in trouble and I have no friends I know she'll go with me until the end Everybody asks me how I know I smile at them and say she told me so That's why I know, oh, I know Hallelujah, I just love her so Now if I call her on the telephone And tell her that I'm all alone By the time I count from one to four I hear her on my door In the evening when the sun goes down When there is nobody else around She kisses me and she hold me tight And tell me ""Daddy, everything's all right"" That's why I know, yes, I know Hallelujah, I just love her so Now if I call her on the telephone And tell her that I'm all alone By the time I count from one to four I hear her on my door In the evening when the sun goes down When there is nobody else around She kisses me and she hold me tight And tell me ""Daddy, everything's all right"" That's why I know, yes, I know Hallelujah, I just love her so Oh, hallelujah Don't you know I just love her so She's my little woman waiting across town Baby, I'm a little fool for you girl"
"Ray Charles","A Song For You","","Soul","I've been so many places in my life and time I've sung a lot of songs, I've made some bad rhymes I've acted out my life in stages, with ten thousand people watching But we're alone now and I'm singing this song for you I know your image of me is what I hope to be, baby I've treated you unkindly but girl can't you see There's no one more important to me So darling, can't you please see through me Because we're alone now and I'm singing my song for you You taught me precious secrets of the truth, withholding nothing But you came out in front and I was hiding, yeah But now I'm so much better so if my words don't come together Listen to the melody 'cause my love's in there hiding I love you in a place where there's no space or time I love you for my life, because you're a friend of mine And when my life is over, remember when we were together We were alone and I was singing my song for you I love you in a place where there's no space or time I love you for my life, yes, you're a friend of mine And when my life is over, remember when we were together We were alone and I was singing my song for you Yes, we were alone and I was singing this song for you, baby We were alone and I was singing my song Singing my song Singing my song Singing my song Singing my song"
"Ray Charles","I Believe To My Soul","","Soul","One of these days and it won't be long You're gonna look for me and I'll be gone 'Cause I believe now (I believe, yes, I believe) I say I believe right now (I believe, yes, I believe) Well, I believe to my soul now You're trying to make a fool of me (I believe it, I believe it) Well, you're goin' 'round here with your head so hard I think I'm gonna have to use my rod 'Cause I believe (I believe, yes, I believe) I say I believe right now (I believe, yes, I believe) Well, I believe to my soul now You're trying to make a fool of me now (I believe it, I believe it) Last night you were dreaming, and I heard you say (Oh, Johnny!) When you know my name is Ray That's why I believe right now (I believe, yes, I believe) I say I believe right now (I believe, yes, I believe) Whoa, whoa, I believe to my soul now You're trying to make a fool of me now (I believe it)"
"Ray Charles","Come Rain or Come Shine","","Soul","I'm gonna love you like no one's loved you Come rain or come shine High as a mountain, deep as a river Come rain or come shine I guess when you met me It was just one of those things But don't ever bet me 'Cause I'm gonna be true, well, if you let me You're gonna love me like no one's loved me Come rain or come shine Happy together, unhappy together And wouldn't it be fine? Days may be cloudy or sunny We're in or are we out of the money? Yeah, but I'm with you always I'm with you rain or shine You're gonna love me like nobody's loved me Come rain or come shine Happy together, unhappy together And wouldn't it be fine? Days may be cloudy or sunny We're in or are we out of the money? Yeah, but I'm with you always I'm with you rain or shine"
"Al Green","Let’s Stay Together","","Soul","Let's stay together I, I'm so in love with you Whatever you want to do is all right with me 'Cause you make me feel so brand new And I want to spend my life with you Let me say that since, baby, since we've been together Ooh, loving you forever is what I need Let me be the one you come running to I'll never be untrue Ooh, baby, let's, let's stay together Lovin' you whether Whether times are good or bad, happy or sad Ooh-ooh, ooh, whoo-ooh-hoo, yeah Whether times are good or bad, happy or sad Why somebody, why people break up Oh, turn around and make up, I just can't see You'd never do that to me, would you baby? Just being around you is all I see, it's what I want to do Let's, we ought to stay together (Together) Lovin' you whether Whether times are good or bad, happy or sad C'mon, let's, woo, (Let's stay together) let's stay together I'll keep on lovin' you whether Whether times are, oh times are good or times are bad"
"Al Green","How Can You Mend a Broken Heart?","1972","Soul","I can think of younger days when living for my life Was everything a man could want to do I could never see tomorrow I was never told about the sorrow And how can you mend a broken heart? How can you stop the rain from falling down? Tell me, how can you stop that old sun from shining? What makes the world go 'round? And how can you mend this broken man? Yeah How can a loser ever win? Somebody please help me mend my broken heart And let me live again, la-la, la-la, la I can still feel the breeze that rustles through the trees And misty memories of days gone by But we could never see tomorrow Would you believe that no one, no one ever told us about the sorrow? So how can you mend a broken heart? And mine is How can you stop the rain from falling down? Baby How can you stop that old sun from shining? What makes the world go 'round? And sometime I have to say, yeah, say La-la-la, la-la-la, uh-huh, yeah La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la, tell me Help me mend my, my broken heart I just wanna, I just wanna, I just wanna, I just wanna, I just wanna live again, baby How can you mend, oh yeah, this broken man? Yeah, somebody tell me How can a loser ever win? (Baby) 'Cause, baby Help me mend my, this old broken heart I think I, I know I, I believe I, I feel I I feel like I got to, I feel like I wanna live again How can you mend this broken heart? Somebody please tell me How can you stop the rain from falling down? I know my clothes are all wet, tell me How can you mend my, please help me mend my broken heart I think I, I believe I, I've got a feeling that I want to live and live and live La-la-la-la-la-la-la-la-la-la-la-la-la-la La-la-la La, yeah"
"Al Green","Love and Happiness","1972","Soul","Love and happiness Yeah Something that can make you do wrong—make you do right Yeah, hmmm-mmm Love Love and happiness But wait a minute, something's going wrong Someone's on the phone Three o'clock in the morning, yeah Talkin' about how she can make it right, yeah Well, happiness is when You really feel good about somebody There's nothing wrong Being in love with someone Yeah Oh, baby Love and happiness (Love and happiness) yeah Love and happiness (Love and happiness), ohh ohh Have to say Love and happiness (Love and happiness), yeah Love and happiness (Love and happiness) You be good to me I'll be good to you We'll be together, yeah We'll see each other Walk away with victory, yeah Yeah Oh, baby Love and happiness (Love and happiness), oh Love and happiness (Love and happiness), oh Heh-heh-heh Make you do right, yeah Love'll make you do wrong, yeah Make you come home early, ohh Make you stay out all night long The power of love Wait a minute Let me tell you about the power The power of love, yeah yeah yeah Power Power Make you do right, yeah Love'll make you do wrong, huh, yeah Lady (Love and happiness) Lady (Love and happiness) See love (Love and happiness) (Love and happiness) Make you want to dance Love and happiness, eh-heh Love is, wait a minute Love is, heh-heh Walkin' together, heh-heh Talkin' together Say it again Say it together, girl Say it in a moan, see Hmm Moan for love, say Hmm A moan for love, say Hmm A moan for love"
