"artist_name","track_name","release_date","genre","lyrics"
"Stevie Wonder","As","1976","Soul","As around the sun, the earth knows she's revolving And the rosebuds know to bloom in early May Just as hate knows love's the cure You can rest your mind assure That I'll be loving you always As now can't reveal the mystery of tomorrow But in passing, will grow older every day Just as all is born is new Do know what I say is true That I'll be loving you always Until the rainbow burns the stars out in the sky (Always) Until the ocean covers every mountain high (Always) Until the dolphin flies and parrots live at sea (Always) Until we dream of life and life becomes a dream Did you know that true love asks for nothing? Her acceptance is the way we pay Did you know that life has given love a guarantee To last through forever and another day? Just as time knew to move on since the beginning And the seasons know exactly when to change Just as kindness knows no shame Know through all your joy and pain That I'll be loving you always As today, I know I'm living, but tomorrow Could make me the past, but that, I mustn't fear For I'll know deep in my mind The love of me I've left behind 'Cause I'll be loving you always Until the day is night and night becomes the day (Always) Until the trees and seas just up and fly away (Always) Until the day that eight times eight times eight is four (Always) Until the day that is the day that are no more (Did you know you're loved by somebody?) Until the day the earth starts turning right to left (Always) Until the earth just for the sun denies itself (I'll be loving you forever) Until dear Mother Nature says her work is through (Always) Until the day that you are me and I am you (Always) Until the rainbow burns the stars out in the sky (Always) Until the ocean covers every mountain high (Always) We all know sometimes life's hates and troubles Can make you wish you were born in another time and space But you can bet your life times that and twice its double That God knew exactly where he wanted you to be placed So make sure when you say you're in it, but not of it You're not helping to make this earth a place sometimes called Hell Change your words into truth and then change that truth into love And maybe our children's grandchildren And their great-grandchildren will tell I'll be loving you Until the rainbow burns the stars out in the sky (Loving you) Until the ocean covers every mountain high (Loving you) Until the dolphin flies and parrots live at sea (Loving you) Until we dream of life and life becomes a dream (Be loving you) Until the day is night and night becomes the day (Loving you) Until the trees and seas just up and fly away (Loving you) Until the day that eight times eight times eight is four (Loving you) Until the day that is the day that are no more (Loving you) Until the day the earth starts turning right to left (Be loving you) Until the earth just for the sun denies itself (Loving you) Until dear Mother Nature says her work is through (Loving you) Until the day that you are me and I am you (Now ain't that loving you?) Until the rainbow burns the stars out in the sky (Ain't that loving you?) Until the ocean covers every mountain high (And I've got to say always) Until the dolphin flies and parrots live at sea (Always) Until we dream of life and life becomes a dream (Always) Until the day is night and night becomes the day (Always) Until the trees and seas just up and fly away (Always) Until the day that eight times eight times eight is four Until the day that is the day that are no more (Always) Until the day the earth starts turning right to left Until the earth just for the sun denies itself (Always) Until dear Mother Nature says her work is through Until the day that you are me and I am you Until the rainbow burns the stars out in the sky Until the ocean covers every mountain high Until the dolphin flies and parrots live at sea Until we dream of life and life becomes a dream Until the day is night and night becomes the day Until the trees and seas just up and fly away Until the day that eight times eight times eight is four Until the day that is the day that are no more Until the day the earth starts turning right to left Until the earth just for the sun denies itself Until dear Mother Nature says her work is through Until the day that you are me and I am you"
"Stevie Wonder","Isn’t She Lovely","1976","Soul","Isn't she lovely? Isn't she wonderful? Isn't she precious? Less than one minute old I never thought through love, we'd be Making one as lovely as she But isn't she lovely? Made from love Isn't she pretty? Truly the angel's best Boy, I'm so happy We have been heaven blessed I can't believe what God has done Through us, He's given life to one But isn't she lovely? Made from love Isn't she lovely? Life and love are the same Life is Aisha The meaning of her name Londie, it could have not been done Without you who conceived the one That's so very lovely, made from love"
"Stevie Wonder","Superstition","1972","Soul","Very superstitious Writing's on the wall Very superstitious Ladder's 'bout to fall Thirteen month old baby Broke the looking glass Seven years of bad luck The good things in your past When you believe in things That you don't understand Then you suffer Superstition ain't the way, yeah Ooh, very superstitious Wash your face and hands Rid me of the problem Do all that you can Keep me in a daydream Keep me going strong You don't want to save me Sad is my song When you believe in things That you don't understand Then you suffer Superstition ain't the way, yeah Very superstitious Nothing more to say Very superstitious The devil's on his way Thirteen month old baby Broke the looking glass Seven years of bad luck Good things in your past When you believe in things That you don't understand Then you suffer Superstition ain't the way No, no, no"
"Stevie Wonder","I Wish","1976","Soul","Looking back on when I was a little nappy-headed boy Then my only worry was for Christmas, what would be my toy Even though we sometimes would not get a thing We were happy with the joy the day would bring Sneaking out the back door to hang out with those hoodlum friends of mine Greeted at the back door with, ""Boy, thought I told you not to go outside"" Tryin' your best to bring the water to your eyes Thinking it might stop her from whoopin' your behind I wish those days could come back once more Why did those days ever have to go? I wish those days could come back once more Why did those days ever have to go? 'Cause I love them so Do-do, do-do, do-do-do-do-do, do-do-do Do-do, do-do, do-do-do-do-do-do Brother said he's telling 'bout you playin' doctor with that girl Just don't tell and I'll give you anything you want in this whole wide world Mama gives you money for Sunday school You trade yours for candy after church is through Smokin' cigarettes and writing something nasty on the wall (You nasty boy) Teacher sends you to the principal's office down the hall You grow up and learn that kind of thing ain't right But while you were doing it, it sure felt outta sight I wish those days could come back once more Why did those days ever have to go? I wish those days could come back once more Why did those days ever have to go?"
"Stevie Wonder","I Just Called to Say I Love You","1984","Soul","No New Year's Day to celebrate No chocolate-covered candy hearts to give away No first of spring, no song to sing In fact, here's just another ordinary day No April rain, no flowers bloom No wedding Saturday within the month of June But what it is, it's something true Made up of these three words that I must say to you I just called to say I love you I just called to say how much I care I just called to say I love you And I mean it from the bottom of my heart No summer's high, no warm July No harvest moon to light one tender August night No autumn breeze, no falling leaves Not even time for birds to fly to southern skies No Libra sun, no Halloween No giving thanks to all the Christmas joy you bring But what it is, though old, so new To fill your heart like no three words could ever do I just called to say I love you I just called to say how much I care, I do I just called to say I love you And I mean it from the bottom of my heart I just called to say I love you, yeah I just called to say how much I care, I do I just called to say I love you And I mean it from the bottom of my heart Of my heart, of my heart Baby, of my heart"
"Stevie Wonder","Sir Duke","1976","Soul","Music is a world within itself With a language we all understand With an equal opportunity For all to sing, dance, and clap their hands But just because a record has a groove Don't make it in the groove But you can tell right away at letter A When the people start to move They can feel it all over They can feel it all over people They can feel it all over They can feel it all over people, go Music knows it is and always will Be one of the things that life just won't quit But here are some of music's pioneers That time will not allow us to forget, no For there's Basie, Miller, Satchmo And the king of all, Sir Duke And with a voice like Ella's ringing out There's no way the band can lose You can feel it all over You can feel it all over people You can feel it all over You can feel it all over people You can feel it all over You can feel it all over people You can feel it all over You can feel it all over people You can feel it all over You can feel it all over people You can feel it all over You can feel it all over people You can feel it all over You can feel it all over people You can feel it all over I can feel it all, all, all-all-all over the people Can't you feel it all over? Come on, let's feel it all over people You can feel it all over Everybody, all over people, go"
"Stevie Wonder","Higher Ground","1973","Soul","People keep on learning Soldiers keep on warring World keep on turning 'Cause it won't be too long Powers keep on lying While your people keep on dying World keep on turning 'Cause it won't be too long I'm so darn glad He let me try it again 'Cause my last time on Earth, I lived a whole world of sin I'm so glad that I know more than I knew then Going to keep on trying 'Til I reach my highest ground Teachers keep on teaching Preachers keep on preaching World keep on turning 'Cause it won't be too long Oh, no Lovers keep on loving Believers keep on believing Sleepers, just stop sleeping 'Cause it won't be too long Oh, no I'm so glad that He let me try it again 'Cause my last time on Earth, I lived a whole world of sin I'm so glad that I know more than I knew then Going to keep on trying 'Til I reach my highest ground Woo 'Til I reach my highest ground No one's gonna bring me down Oh, no 'Til I reach my highest ground Don't you let nobody bring you down (They'll sho' 'nuff try) God is gonna show you highest ground He's the only friend you'll have around 'Cause the rest of the world will bring you down"
"Stevie Wonder","Don’t You Worry ’Bout a Thing","1973","Soul","Eee-eee! Watch this, y'all... ¡Comprende...! {*fake Spanish gibberish*} Say, hey, mama, uh, you understand that? (No) Well, uh, like, huh, I don't understand how you can't 'Cause, like, I've been to, you know, Paris, Beirut... You know, I mean, uh... Iraq, Iran, Eurasia, you know – I speak very, very, um... fluent Spanish Uh, todo 'stá bien chévere – you understand that? (""Todo 'stá bien chévere"") Chévere? (Bien) Chévere Is that right, mama? 'Cause I got my shakin' move, I'm gonna do a little thing... Everybody's got a thing But some don't know how to handle it Always reaching out in vain Just taking the things not worth having, but Don't you worry 'bout a thing Don't you worry 'bout a thing, mama 'Cause I'll be standing on the side When you check it out They say your style of life's a drag And that you must go other places But just don't you feel too bad When you get fooled by smiling faces Don't you worry 'bout a thing Don't you worry 'bout a thing, mama 'Cause I'll be standing on the side When you check it out When you get off your trip Don't you worry 'bout a thing Don't you worry 'bout a thing Don't you worry 'bout a thing Don't you worry 'bout a thing, mama 'Cause I'll be standing in the side When you check it out When you get off your trip Everybody needs a change A chance to check out the new But you're the only one to see The changes you take yourself through But don't you worry 'bout a thing Don't you worry 'bout a thing, pretty mama 'Cause I'll be standing in the wings When you check it out Don't you worry 'bout a thing (Todo 'stá bien chévere) Don't you worry 'bout a thing (Todo 'stá bien chévere) Don't you worry 'bout a thing (Todo 'stá bien chévere) Don't you worry 'bout a thing Yeah Don't worry 'bout a thing Don't you worry 'bout a thing, mama Don't you worry 'bout a thing, sugar Don't you worry 'bout a thing, mama Don't you worry 'bout a thing, hey Don't worry, don't worry, don't worry Don't you worry 'bout a thing, sugar Don't you worry 'bout a thing Don't you worry 'bout a thing Todo 'stá bien chévere"
"Stevie Wonder","Happy Birthday","1980","Soul","You know it doesn't make much sense There ought to be a law against Anyone who takes offense At a day in your celebration 'Cause we all know in our minds That there ought to be a time That we can set aside To show just how much we love you And I'm sure you would agree It couldn't fit more perfectly Than to have a world party on the day you came to be Happy birthday to you Happy birthday to you Happy birthday Happy birthday to you Happy birthday to you Happy birthday I just never understood How a man who died for good Could not have a day that would Be set aside for his recognition Because it should never be Just because some cannot see The dream as clear as he That they should make it become an illusion And we all know everything That he stood for time will bring For in peace our hearts will sing Thanks to Martin Luther King Happy birthday to you Happy birthday to you Happy birthday Happy birthday to you Happy birthday to you Happy birthday Why has there never been a holiday Where peace is celebrated All throughout the world The time is overdue For people like me and you Who know the way to truth Is love and unity to all God's children It should be a great event And the whole day should be spent In full remembrance Of those who lived and died for the oneness of all people So let us all begin We know that love can win Let it out, don't hold it in Sing it loud as you can Happy birthday to you Happy birthday to you Happy birthday Happy birthday to you Happy birthday to you Happy birthday Happy birthday to you Happy birthday to you Happy birthday Happy birthday to you Happy birthday to you Happy birthday Happy birthday, happy birthday, happy birthday Ooh yeah Happy birthday, happy birthday, happy birthday... We know the key to unity of all people Is in the dream that you had so long ago That lives in all of the hearts of people That believe in unity We'll make the dream become a reality I know we will Because our hearts tell us so Happy birthday, happy birthday, happy birthday Happy birthday, happy birthday, happy birthday Happy birthday, happy birthday, happy birthday Happy birthday, happy birthday, happy birthday Happy birthday, happy birthday, happy birthday Happy birthday, happy birthday, happy birthday Happy birthday, happy birthday, happy birthday"
"Stevie Wonder","Faith","2016","Soul","See the girl with the diamonds in her shoes? (Yeah) She walks around like she's got nothin' to lose Yeah, she's a go-getter, she's everybody's type She's a queen of the city but she don't believe the hype She's got her own elevation, holy motivation So I wrote some letters out in big bold type I got faith in you, baby I got faith in you now And you've been such a, such a good friend to me Know that I love you somehow I met you, hallelujah, I got faith (Ooh) See the boy with the Stevie Wonder swag? Ain't got a clue all the magic that he has (Uh-huh) He's a go-getter, he's everybody's type I'ma make it my mission, make him feel alright He's a twelve on a ten point, rockin' out to his joint Just say the word 'cause I could sing all night I got faith (Faith) in you, baby I got faith (Oh) in you now And you've been such a, such a good friend to me (Me) Know that I love you somehow (Love you somehow) I met you, hallelujah, I got faith (Faith) Yes I do, mm (Yeah) I get around ya and my mind goes crazy I think about you mornin', noon, night and day I get around ya and my mind goes crazy I think about you mornin', noon, night and day I got faith in you, honey (I get around you and my mind goes crazy) I got faith in you, girl (I think about you mornin', noon, night and day) I got faith in you, honey (Baby) I got faith in you, girl I met you, hallelujah I got faith (Faith) in you, baby (Baby) I got faith (Faith; Oh) in you now And you've been such a, such a good friend to me (Woo) Know that I love you somehow (Love you somehow) I met you, hallelujah, I got faith (Faith, faith, baby) I got faith (Faith) in you, baby (Baby) I got faith (Faith) in you now (Oh) And you've been such a, such a good friend to me Know that I love you somehow (Yes, I do) I met you, hallelujah I met you, hallelujah I met you, hallelujah, I got faith Faith Woo"
"James Brown","It’s a Man’s Man’s Man’s World","","Soul","This is a man's world This is a man's world But it wouldn't be nothing Nothing without a woman or a girl You see, man made the cars To take us over the road Man made the train To carry the heavy load Man made the electric light To take us out of the dark Man made the boat for the water Like Noah made the ark This is a man's, man's, man's world But it wouldn't be nothing Nothing without a woman or a girl Man thinks about our little bitty baby girls And our baby boys Man make them happy 'Cause man make them toys And after man make everything Everything he can Do you know that man makes money To buy from other man This is a man's world But it wouldn't be nothing, nothing Not one little thing without a woman or a girl He's lost in the wilderness He's lost in bitterness He's lost, lawd have mercy now, in loneliness"
"James Brown","Say It Loud: I’m Black and I’m Proud","1968","Soul","Uh! With your bad self! Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud! Some people say we've got a lot of malice Some say it's a lot of nerve But I say we won't quit moving until we get what we deserve We have been 'buked and we have been scorned We've been treated bad, talked about as sure as you're born But just as sure as it takes two eyes to make a pair, ha Brother we can't quit until we get our share Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud!, one more time Say it loud: I'm black and I'm proud! I worked on jobs with my feet and my hands But all the work I did was for the other man Now we demand a chance to do things for ourselves We're tired of beating our head against the wall And working for someone else Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud!, ow! Ooh-wee, you're killing me All right, you're out of sight All night, so tough You're tough and rough Ooh-wee, uh, you're killing me Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud! We demand a chance to do things for ourselves We're tired of beating our head against the wall And working for someone else Looka here, there's one more thing I've got to say right here, now Now we're people, we like the birds and the bees But we'd rather die on our feet Than be living on our knees Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud! Lordy, Lordy, Lordy Say it loud: I'm black and I'm proud! All right now, good God You know we can do the boogaloo Now we can say we do the Funky Broadway, and we do Sometimes we dance, we sing and we talk You know we jump back and do the camel walk All right now, all right All right Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud! We demand a chance to do things for ourselves We're tired of beating our head against the wall And working for someone else We're people, we like the birds and the bees We'd rather die on our feet Than be living on our knees Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud! Ooh-wee, you're killing me All right, you're out of sight All right, you're out of sight Ooh-wee, ah Ooh-wee, you're killing me Ooh-wee Say it loud: I'm black and I'm proud! Say it loud: I'm black and I'm proud!"
"James Brown","The Payback","","Soul","Hey! Got to, got to payback (The big payback) Revenge, I'm mad (The big payback) Got to get back, I need some get-back Payback, payback (The big payback) That's it, payback, revenge I'm mad! You get down with my girlfriend, that ain't right You hollering and cussing, you want to fight Payback is a thing you gotta see Hell, brother, do any damn thing to me You sold me out for chicken change (Yes you did) You told me that they, they had it all arranged You had me down, and that's a fact And now you punk, you gotta get ready For the big payback (The big payback) That's where I land, on the big payback (The big payback) I can do wheeling, I can do dealing (Yes we can) But I don't do no damn squealing I can dig rapping I'm ready, I can dig scrapping But I can't dig that backstabbing (Oh no) Now brother get ready, that's a fact Get ready you mother for the big payback (The big payback) Let me hit them, hit them, Fred hit them Hey, hey, woo! You took my money, you got my honey Don't want me to see what you doing to me I can get back, I got to deal with you Got to deal with you Got to deal with you I got to deal with you Hey, let me tell you! Get down with my woman, that ain't right You holler and cuss, you wanna fight Look here Don't do me no darn favor I don't know karate, but I know ka-razy (Yes we do) Hey get ready, that's a fact, girl Get ready you mother for the big payback (The big payback) Hey, I'm a man, I'm a man I'm a son of a man, but don't they tell you that pappa can Get ready for the big payback (The big payback) Hit me again WOOOOO!!!!! Lord, lord, hey Get ready I need it, I need a hit again The same one, the same one, same one Hit me back WOOOOOOOOO!!!!! Lord (The big payback) Sold me out for chicken change Said my woman had it all arranged Tried to make a deal, but she wanted to squeal But I had my boys on her heels Saw me coming, told a lie She broke down and she wanted to cry I don't care what she does Won't be doing just like she was Take those kids and raise them up Show 'em how to drink out the righteous cup Take her, take that woman, it's one place she found Just run that mother out of town Make her get up, make her get up, get out Make her get up, make her get up, get out I'm mad, I want revenge, I want revenge, my (The big payback) My patience ends, I want revenge My patience ends, I want revenge I want revenge, I want revenge (The big payback) Can I get some hits, I need those hits I need those hits, hit me! WOOO!!!! Lord, I need those hits Carry on, carry on, payback melody (The big payback) {Screams} (The big payback) Alright (The big payback) Da-dee-da-da, da-dee-da-da, da-dee-da-da (The big payback)"
"James Brown","Get Up (I Feel Like Being a) Sex Machine (Pts. 1 & 2)","1970","Soul","Fellas, I'm ready to get up and do my thing (Go ahead, do your thing, then, get on up and do it) (Yeah! Yeah! Go ahead, do it!) I want to get into it, man, you know (Go ahead! Yeah!) Like a, like a sex machine, man, (Yeah, yeah!) (Go ahead on) Movin' and doin' it, you know (Yeah!) (Do it!) Can I count it off? (Yeah! Go ahead!) (Count it off!) One, two, three, four! Get up, (get on up) Get up, (get on up) Stay on the scene, (get on up) Like a sex machine, (get on up) Get up, get on up Get up, get on up Stay on the scene, (get on up) Like a sex machine, (get on up) Get up, get on up Get up, get on up Stay on the scene, (get on up) Like a sex machine, (get on up) Wait a minute! Shake your arm, then use your form Stay on the scene like a sex machine You got to have the feeling sure as you're born Get it together, right on, right on Get up (Get on up) Get up (Get on up) Get up (Get on up) {Piano solo: James Brown} Get up (Get on up) Get up (Get on up) Get up (Get on up) You said, you said you got the You said the feeling you got to get You give me the fever 'n' a cold sweat The way I like, it is the way it is I got mine 'n' don't worry 'bout his Get up, get on up Stay on the scene, (get on up) Like a sex machine, (get on up) Get up, get on up Get up, get on up Bobby! Can I take 'em to the bridge? (Go Ahead!) Take 'em on to the bridge! (Take em to the bridge!) Can I take 'em to the bridge? (Yeah!) Take 'em to the bridge? (Go Ahead!) Hit me now! Come on! Stay on the scene, like a sex machine! The way I like it is, is the way it is I got mine, (dig it!), he got his Stay on the scene, like a lovin' machine Stay on the scene, like a lovin' machine Stay on the scene I wanna count it off one more time now (Go ahead!) You wanna hit it like it did on the top fellas? (Yeah!) Hit it like it did on the top? (Yeah!) Hit it now! Get on up (get on up) Get up (get on up) Get up (get on up) Get on up (get on up) Stay on the scene (get on up) Like a lovin' machine (get on up) Get up (get on up) Taste, (get on up) Piano (get on up) Taste (get on up) Piano (get on up) {Piano solo: James Brown} Get up (get on up) Get up (get on up) Stay on the scene (get on up) Like a sex machine (get on up) You gotta have the feelin' (get on up) Sure as you're born (get on up) Get it together, right on, right on Right on, right on (right on, right on) Right on, right on (right on, right on) Right on, right on (right on, right on) Get up (get on up) Get up (get on up) And then Shake your money maker Shake your money maker Shake your money maker Shake your money maker Shake your money maker Shake your money maker Shake your money maker Get up (get on up) Get up (get on up) Get up (get on up) Get up (get on up) Get up (get on up) {Piano solo: James Brown} Huh! Get up (get on up) Get up (get on up) Get up (get on up) Can we hit it like we did one more time, from the top? Can we hit like that one more time? (One more time!) One more time! Let's hit it and quit! (Go ahead!) Can we hit it and quit? (Yeah!) Can we hit it and quit? (Yeah!) Can we hit it and quit? (Yeah!) Hit it!"
"James Brown","People Get Up and Drive Your Funky Soul","","Soul","Raise up, get yourself together And drive that funky soul Get up, get yourself together And drive your funky soul They're doing it down in Nassau Drive that funky soul They're doing it by the beach, hah Driving that funky soul New York, get yourself together And drive your funky soul Let your body pop And let your feelings flow Raise up, get yourself together And drive that funky soul When I say Sagittarius Drive that funky soul When I say Pisces, holler And drive your funky soul When I say Gemini, heh When I say Capricorn, WOAH! Drive your funky soul When I say Scorpio, Virgo If I say Cancer Can you drive that funky soul? Raise up, get yourself together And drive your funky soul Slaughter, Get on up, get yourself together Drive that funky soul Leo, get yourself together And drive your funky soul Aquarius, get yourself together And drive that funky soul Get up, get yourself together And drive your funky soul Fred, get yourself together And drive that funky soul Drivin' drivin, I need some money Do you need some money? Drive your funky soul The cats on the corner Drive that funky soul The girl that's standing out there Drive that Raise up, get yourself together And drive that funky soul Fred, hit it! Hit it! (solo) In Nassau and Germany, they're driving that funky soul In Georgia, they're driving that funky soul They're driving that funky soul in Washington and Baltimore Philadelphia, Detroit, Chicago St Louis, Houston, I said Dallas, Waco Next door neighbor, they're driving that funky soul Raise up, get yourself together And drive your funky soul Raise up, get yourself together And drive that funky soul And I believe they're driving themselves Driving that funky soul In Houston, Texas, they're getting themselves together With the funky soul In Mobile, Alabama, they getting that funky soul Raise up, get yourself together And drive that funky soul Los Angeles, raise up, get yourself together And drive that funky soul Birmingham, raise up, get yourself together And drive that funky soul On the Isle of Man ,get yourself together And drive that funky soul Going to get it, going to get it Got to get some money and drive that funky soul Got to get some money, got to get some money I need a little bit of money, oh yeah I need a little bit of money Fred, Fred, I need 1 million2 million, 3 million Brother? (Yeah) Will 1 million be enough?(Better get 2) But since the man got 3, we better get 3, can you understand, we can use 3, can we use 3Take 'em on home, Fred Get yourself together And drive that funky soul (during solo) There it is, there it is There it is Raise up Raise up (screams) Raise up Raise up Raise on up, get yourself together And drive that funky soul (Spoken:) You don't miss nothing you never had But you miss so much you wish you could get, HAH I guess you can put that together It takes a man to find a woman It takes a woman to find what a man used to be Get up Get on up Everybody needs somebody, drive that funky soul Raise up, drive that funky soul"
"James Brown","Living In America","","Soul","Yeah, uh! Get up, now! Ow! Knock me out, yeah! Wow! Super highways, coast-to-coast Easy to get anywhere On the transcontinental overload Just slide behind the wheel How does it feel? (When there's no destination) That's too far And somewhere on the way You might find out who you are Wow! (Living in America) Wow! Eye to eye, station to station (Living in America) Hand to hand, across the nation (Living in America) Got to have a celebration Rock my soul, huh Ah! Huh Smokestack, fatback Many miles of railroad track All night radio, keep on runnin' through Your rock 'n' roll soul All-night diners keep you awake, hey Hey, on black coffee and a hard roll, woo! (You might have to walk the fine line) Say it (You might take the hard line) But everybody's working overtime (Living in America) Huh, eye to eye, station to station (Living in America) Hand to hand, across the nation (Living in America) Yeahh! Got to have a celebration Yow! I (I live in America) help me out But I (I live in America) Wait a minute You might not be looking for the promised land But you might find it anyway Under one of those old familiar names Like New Orleans (New Orleans) Detroit City (Detroit City), Dallas, huh (Dallas) Pittsburgh, P.A. (Pittsburgh, P.A.) New York City (New York City) Kansas City (Kansas City) Atlanta (Atlanta), Chicago and L.A (Living in America) Hit me (Living in America) Yeah, I walk in and out (Living in America) Yow! (I live in America) Right here, dig my mess (I live in America) Say it, I, I (Living in America) Eddie Murphy, eat your heart out (Living in America) (Living in America) Yeah Hit me, yeah, hit me now (Living in America) (Living in America) Wow! I live in America Paying' the time makes the crime, ooh I live in America Hey, I know what it means (Living in America) Hit me I said now, eye to eye, station to station (Living in America) I'm gonna scream, let me, wow! (Living in America) Ahh, yes, sir Now ain't it funky? (Living in America) Wow! So nice with your bad self (Living in America) Wow, I feel good!"
"James Brown","Get Up Offa That Thing","","Soul","AAAAAAAAAAAAAAAAAAAW!!! OH! Say it now! I'm back! I'm back! I'm back! I'm back! Get up offa that thing And dance 'till you feel better Get up offa that thing And dance 'till you, sing it now! Get up offa that thing And dance 'till you feel better Get up offa that thing And try to release that pressure! Get up offa that thing And shake 'till you feel better Get up offa that thing And shake it, say it now! Get up offa that thing And shake 'till you feel better Get up offa that thing And try to release that pressure! Get up off! Ha! Good God! So good! Ha! Everybody ready?! Follow me! Get up offa that thing And shake 'till you feel better (yeeeah) Get up offa that thing And shake it, sing it now! Get up offa that thing And shake 'till you feel better Get up offa that thing And try to release that pressure! Get up offa that thing (ha!) And twist 'till you feel better Get up offa that thing And shake 'till you, sing it now! Get up offa that thing And shake 'till you feel better Get up offa that thing And try to release that pressure! Hah! So funky! So good, uh! Bus stop, hah! Funk around, uh, ha! Ohio player! Can you hit it one time, from the top? I want ya to get up offa that thing And dance till you feel better! Get up offa that thing Follow me... Help me! Get up offa that thing And dance 'till you feel better! Get up offa that thing And try to release that pressure! Wait a minute! Huh-ha, so funky (Whoo, sho-nuff!) I need it That's the wise old brother at the side start good! C'mon Clive do it! Do it, Jimmy! Uh, ha! (Watch it, watch it, look at that) Good God! You feel good? Let me hear you say somethin'! (Now watch it, watch it) You feel good? (Watch it, watch it) You feel good? Do it to me! Huh, good God! (Get up offa that thing And dance 'till you feel better!) I want the horns again! Can I get the horns again? (Get up offa that thing And try to release that pressure!) Play a little for me! Show 'em how funky you are! Play it, JBs! Play it now! Hey! Get up offa that thing And dance 'till you feel better! Get up offa that thing (I like it, I like it, I like it) And dance 'till you... help me out! Get up offa that thing (I does too...) And dance 'till you feel better! Get up offa that thing And try to release that pressure! Get up offa that thing And shake 'till you feel better! Get up offa that thing And try to release, say it now! Get up offa that thing And shake 'till you feel better Get up offa that thing And try to release that pressure! Wait a minute... hold it! I feel good! (I like it, I like it, I like it, i like it!) the other night Oh Lord, we got 'em now! Here I come, we got 'em now!"
"James Brown","The Boss","","Soul","One, two, get down Paid the cost to be the boss Paid the cost to be the boss I paid the cost to be the boss Look at me You know what you see? You see a bad mother Look at me Know what you see? You see a bad mother Paid the cost to be the boss Paid the cost to be the boss Look at me Know what you see? You see a bad mother Huh Huh Told you so Told you so Having fun, got money to burn Having fun, I got money to burn Having fun, got money to burn Having fun, got money to burn 'Cause I paid the cost to be the boss Paid the cost to be the boss I paid the cost to be the boss Cross the tracks (Uh), turned my back (Uh) Cross the tracks (Uh), turned my back (Uh) Paid the cost to be the boss I'm a bad mother (Huh), I'm a bad mother Head for the turn around Head for the turn around Told you so Paid the cost to be the boss"
"James Brown","Papa’s Got a Brand New Bag (Part 1)","","Soul","Come here, sister Papa's in the swing He ain't too hip About that new breed thing He ain't no drag Papa's got a brand new bag Come here, mama And dig this crazy scene He's not too fancy But his line is pretty clean He ain't no drag Papa's got a brand new bag He's doing The Jerk He's doing The Fly Don't play him cheap 'Cause you know he ain't shy He's doing The Monkey, The Mashed Potatoes Jump back Jack, see you later, alligator Come here, sister Papa's in the swing He ain't too hip now But I can dig the new breed thing He ain't no drag He's got a brand new bag Well, Papa, you're doing The Jerk Papa, he's doing The Jerk You're doing The Twist, just like this He's doing The Fly every day and every night The thing, like The Boomerang Hey! Come on, hey-hey! Come on, hey-hey! Said you're uptight, you're out of sight Come on, see what you know Come on, see what you know"
"James Brown","Don’t Tell a Lie About Me and I Won’t Tell the Truth on You","1974","Soul","Don't tell a lie Don't tell a lie, yeah Don't tell a lie about me And i won't tell the truth about you Don't tell a lie... about me I won't tell the truth about you I won't tell your children about you You care only the way you do Tryin' to hurt my name It's all gonna pass back back onto you And you have yourself to blame Hit it Don't tell a lie about me I won't tell the truth about you Don't tell a lie about me I won't tell the truth about you Cause a lie is a lie People can smell it (...) the time, it takes good tellin' So baby don't tell a lie about me I won't tell the truth, that truth, about you I won't tell that truth, about you Say I go out... Did you fall? You know it does it wrong You know it does it wrong, no, no, no, no Shoot the gun! Ha! Who that? Ha! The razor! Bang! C'mon killed her Getting started... Bang! Get it! Bring it! Getting stabbed Bang, bang! Who... Who that? Let me! Wanna scream! Let me scream! Let me! Let me! Let me! Let me! Shwoo! Razor! Kicks up! Hoodoo man! Cuss her! Lord! Can't, can't... Give it! Stick Got it!"
"Otis Redding","(Sittin’ On) The Dock of the Bay","1968","Soul","Sittin' in the mornin' sun I'll be sittin' when the evenin' come Watching the ships roll in And then I watch 'em roll away again, yeah I'm sittin' on the dock of the bay Watching the tide roll away Ooh, I'm just sittin' on the dock of the bay Wastin' time I left my home in Georgia Headed for the 'Frisco bay 'Cause I've had nothing to live for And look like nothin's gonna come my way So I'm just gonna sit on the dock of the bay Watching the tide roll away Ooh, I'm sittin' on the dock of the bay Wastin' time Look like nothing's gonna change Everything still remains the same I can't do what ten people tell me to do So I guess I'll remain the same, yes Sittin' here resting my bones And this loneliness won't leave me alone It's two thousand miles I roamed Just to make this dock my home Now, I'm just gonna sit at the dock of the bay Watching the tide roll away Ooh-wee, I'm sittin' on the dock of the bay Wastin' time *Whistling*"
